country,region,year,gdp_growth,inflation_rate,unemployment_rate,fdi_pct_gdp,trade_openness,literacy_rate,population_growth,internet_penetration,government_debt_pct,natural_resources_rents,growth_category
Zimbabwe,Southern Africa,2010,6.83,17.99,16.43,1.1,51.42,48.64,3.87,29.75,66.13,8.51,low
Congo,Central Africa,2016,-0.78,5.76,15.23,2.73,39.8,58.07,0.86,40.29,64.23,4.51,low
Tunisia,North Africa,2006,7.09,4.64,12.44,8.01,36.92,58.78,4.14,14.03,58.77,1.16,medium
Seychelles,East Africa,2018,5.03,1.8,8.85,2.33,61.21,62.68,0.59,25.1,43.33,5.02,medium
Congo,Central Africa,2018,6.38,12.54,7.11,2.78,66.13,83.59,1.92,21.28,111.38,7.21,medium
Zambia,Southern Africa,2014,5.64,8.58,19.74,1.14,31.44,87.49,3.47,29.52,62.19,0.54,medium
Seychelles,East Africa,2018,1.54,0.24,16.59,6.37,75.2,99.0,2.5,34.68,70.25,1.11,medium
Kenya,East Africa,2013,0.01,0.75,7.84,0.0,75.28,35.75,1.18,22.22,44.84,5.53,low
Namibia,Southern Africa,2009,2.36,0.37,12.24,2.39,79.49,49.59,2.93,10.08,58.79,5.13,low
Algeria,North Africa,2017,6.19,5.51,10.2,3.39,66.0,77.57,2.57,14.73,58.63,5.81,medium
Cameroon,Central Africa,2020,6.57,41.78,5.23,1.85,72.74,56.83,2.28,22.65,16.76,0.2,low
Equatorial Guinea,Central Africa,2020,0.4,18.03,13.07,5.66,103.7,80.49,1.88,31.69,40.67,1.09,low
Gambia,West Africa,2005,1.56,6.17,9.51,6.51,53.97,68.73,2.47,46.23,40.3,12.17,medium
Seychelles,East Africa,2016,2.33,26.48,6.28,0.0,39.09,93.43,1.92,52.74,42.99,1.74,low
Botswana,Southern Africa,2000,3.43,4.04,3.13,8.73,29.32,83.77,4.93,7.51,33.6,2.42,high
Libya,North Africa,2013,0.41,2.35,2.62,0.0,95.11,84.1,2.26,39.18,55.88,5.01,medium
Burkina Faso,West Africa,2013,0.23,4.8,9.77,6.72,95.38,57.59,2.13,22.61,82.95,6.31,low
Nigeria,West Africa,2008,2.03,1.95,11.49,3.87,41.51,63.25,1.96,58.13,57.61,8.76,high
Uganda,East Africa,2023,4.76,2.48,6.75,2.24,45.45,59.51,4.28,19.2,31.37,6.22,medium
Cameroon,Central Africa,2021,0.96,5.25,15.9,2.48,53.52,37.89,0.86,32.69,34.38,4.87,low
Egypt,North Africa,2000,4.15,6.99,11.61,3.42,84.49,91.49,2.86,33.1,47.46,2.41,medium
Benin,West Africa,2005,7.68,12.44,15.46,4.02,34.25,78.42,2.26,23.3,26.69,12.52,medium
Gabon,Central Africa,2004,0.59,3.98,10.9,1.2,20.67,58.79,1.08,35.39,61.09,1.57,medium
Seychelles,East Africa,2021,3.88,9.21,7.28,2.92,103.35,88.48,1.68,3.55,82.06,15.45,low
Guinea,West Africa,2012,7.57,0.27,12.68,1.57,66.25,53.65,2.82,13.5,43.48,2.27,medium
Eswatini,Southern Africa,2017,3.25,1.77,4.42,0.46,69.09,31.91,1.64,18.42,56.52,8.71,low
Namibia,Southern Africa,2019,2.78,1.32,15.24,1.46,55.9,83.13,2.76,15.42,46.42,12.18,low
Mauritius,East Africa,2018,7.99,6.42,6.38,0.63,69.32,41.99,4.23,11.23,42.41,1.2,medium
Rwanda,East Africa,2002,3.58,0.93,17.51,2.45,29.72,61.48,2.67,9.61,58.79,0.52,low
Niger,West Africa,2003,7.81,31.11,9.97,4.58,43.18,68.71,1.05,38.78,41.73,9.14,low
Seychelles,East Africa,2009,5.79,5.65,18.38,3.8,62.1,71.94,1.65,27.29,38.83,3.91,medium
Côte d'Ivoire,West Africa,2008,3.47,13.5,5.26,8.44,14.58,80.27,2.21,4.37,22.61,4.36,low
Zambia,Southern Africa,2017,5.94,0.57,7.93,0.0,53.95,75.46,2.15,22.99,56.29,2.68,high
DRC,Central Africa,2003,5.46,6.82,14.29,4.67,52.72,74.9,2.65,15.82,76.34,1.75,medium
Lesotho,Southern Africa,2008,7.56,10.35,19.02,3.52,53.95,50.77,2.81,27.26,69.15,1.15,medium
Congo,Central Africa,2005,2.85,6.33,22.0,5.54,48.98,70.3,4.23,57.95,84.84,1.98,medium
Tanzania,East Africa,2004,4.62,5.31,12.25,5.29,40.08,37.9,2.5,10.0,41.51,10.61,medium
Mozambique,Southern Africa,2004,4.32,9.06,23.03,3.09,23.56,93.12,1.35,13.34,72.02,2.52,low
Tunisia,North Africa,2004,6.61,21.57,10.26,3.93,62.89,39.75,3.65,13.84,32.95,7.66,low
Tunisia,North Africa,2013,1.42,6.55,18.59,1.64,54.0,58.76,3.76,14.71,69.19,9.08,low
Guinea-Bissau,West Africa,2009,7.55,13.3,6.35,5.03,32.49,41.26,2.73,5.68,87.88,0.65,medium
Madagascar,Southern Africa,2010,5.9,3.13,14.52,0.0,61.25,51.86,2.25,25.9,64.97,7.48,medium
Cabo Verde,West Africa,2011,0.55,3.95,1.0,5.44,54.1,65.24,3.12,13.68,88.24,0.02,medium
Zimbabwe,Southern Africa,2017,8.12,6.61,5.27,3.44,50.78,55.48,2.29,20.66,43.03,1.69,medium
Equatorial Guinea,Central Africa,2020,11.2,1.27,14.8,2.28,16.86,85.6,0.44,14.64,52.32,2.36,high
Mozambique,Southern Africa,2012,7.51,1.25,4.13,2.92,73.66,69.08,3.06,57.37,36.69,3.63,high
Ethiopia,East Africa,2015,8.78,48.5,14.56,3.1,35.34,56.67,3.39,27.71,55.7,4.43,low
Egypt,North Africa,2017,4.76,16.13,17.44,6.74,61.27,62.6,3.94,27.43,60.39,0.81,medium
Mali,West Africa,2016,-0.48,19.97,8.99,11.58,43.83,86.95,1.77,33.9,55.52,0.14,low
Sao Tome and Principe,Central Africa,2003,-1.03,13.91,6.19,6.55,52.23,81.36,2.73,25.49,45.52,1.6,low
Egypt,North Africa,2023,5.27,11.42,9.15,2.09,83.05,44.5,2.75,60.47,45.19,2.45,medium
Mali,West Africa,2003,2.72,17.08,6.21,5.07,70.63,52.75,2.59,27.42,61.9,2.37,low
Kenya,East Africa,2009,1.76,7.26,11.39,5.18,82.6,73.55,2.61,14.02,51.81,14.92,low
Cabo Verde,West Africa,2015,4.31,2.83,12.61,1.19,66.61,71.36,2.54,17.5,31.96,4.7,medium
Liberia,West Africa,2009,6.35,14.63,10.16,0.35,67.92,46.09,2.71,42.18,17.05,0.43,medium
Gabon,Central Africa,2005,0.14,7.63,22.05,3.34,24.38,78.48,3.24,10.89,43.09,2.31,low
Eritrea,East Africa,2022,3.15,1.83,7.68,5.52,53.65,48.96,3.72,2.38,27.35,2.93,medium
Congo,Central Africa,2001,9.03,24.12,20.35,0.0,55.5,88.47,1.74,13.46,38.29,7.8,low
Gabon,Central Africa,2005,1.27,9.81,5.75,1.7,84.47,74.53,2.33,41.35,46.53,4.2,medium
Nigeria,West Africa,2023,7.11,2.31,12.44,4.93,49.88,44.63,2.08,32.32,52.08,0.68,high
Eswatini,Southern Africa,2017,3.05,5.18,19.1,3.6,65.3,55.48,1.93,33.17,41.68,10.21,medium
Gambia,West Africa,2002,6.14,7.2,18.79,7.04,64.52,55.16,0.88,6.89,98.82,3.13,medium
Gambia,West Africa,2018,7.79,4.37,9.48,0.0,83.15,67.88,2.52,6.11,29.78,3.47,medium
Malawi,Southern Africa,2023,6.72,12.51,15.33,9.38,57.33,61.33,2.98,10.89,79.18,12.8,medium
Guinea-Bissau,West Africa,2002,7.23,6.44,14.53,0.0,76.56,44.38,2.34,30.04,51.75,0.36,medium
Malawi,Southern Africa,2009,1.05,3.45,8.76,0.0,25.9,39.9,2.49,29.91,41.85,2.43,medium
Egypt,North Africa,2011,7.84,7.74,15.7,3.35,27.72,74.88,2.92,4.49,66.75,1.07,medium
Comoros,East Africa,2003,1.94,15.4,23.17,0.66,14.33,70.15,3.91,27.22,45.94,0.28,low
Mozambique,Southern Africa,2004,5.28,0.59,14.83,3.4,75.72,66.9,2.08,37.94,38.86,3.2,medium
Kenya,East Africa,2004,5.27,1.54,15.4,3.32,73.47,69.87,1.33,56.0,90.8,17.21,high
Libya,North Africa,2004,5.96,8.78,16.03,3.01,77.94,53.86,2.41,18.54,11.11,3.75,medium
Mozambique,Southern Africa,2009,5.51,11.63,3.23,1.39,46.45,68.31,4.38,8.3,50.1,14.53,low
Mauritius,East Africa,2011,1.97,3.36,14.76,4.58,48.73,99.0,1.34,16.89,58.8,2.37,low
Zimbabwe,Southern Africa,2005,0.45,1.84,5.9,2.71,57.58,86.14,3.15,22.01,83.16,5.43,low
Nigeria,West Africa,2006,7.12,33.82,8.46,6.26,88.87,59.81,3.66,55.29,47.03,2.16,low
Sao Tome and Principe,Central Africa,2004,5.06,3.01,24.97,3.05,93.88,55.58,0.13,8.85,108.22,12.58,low
Benin,West Africa,2019,7.95,1.17,10.48,1.09,75.88,20.0,2.91,44.78,70.18,7.46,high
Madagascar,Southern Africa,2005,4.37,7.57,7.56,0.0,66.62,84.24,3.1,19.83,10.0,4.96,medium
Liberia,West Africa,2021,0.28,6.91,18.92,3.07,86.71,79.16,2.23,27.81,25.93,5.81,low
Burundi,East Africa,2012,7.4,1.04,6.31,0.33,54.88,55.21,1.85,21.23,59.74,0.59,medium
Ethiopia,East Africa,2019,3.39,6.78,9.32,0.13,52.18,39.23,1.91,73.0,32.12,1.65,medium
Botswana,Southern Africa,2015,5.53,0.33,19.49,4.82,57.42,44.21,2.17,22.03,65.96,0.48,medium
Zambia,Southern Africa,2006,2.56,6.94,12.26,0.0,40.43,73.0,2.2,5.35,45.93,2.63,low
Mauritania,West Africa,2014,9.43,2.33,2.63,7.03,56.5,63.39,2.01,26.56,31.08,3.19,high
Djibouti,East Africa,2006,1.87,3.07,15.26,3.9,37.65,77.45,2.16,20.57,35.71,12.51,low
Sierra Leone,West Africa,2002,3.49,2.71,9.62,3.39,80.5,66.56,3.69,15.52,72.04,2.51,medium
Liberia,West Africa,2006,4.82,5.32,21.24,0.91,70.87,82.4,1.29,14.42,14.54,2.38,medium
Côte d'Ivoire,West Africa,2006,1.22,10.4,8.36,5.41,88.59,71.65,0.75,29.83,75.91,0.74,low
Mozambique,Southern Africa,2003,5.49,6.13,18.31,3.49,27.41,79.92,3.71,47.11,76.49,1.94,medium
Zambia,Southern Africa,2000,9.34,2.06,22.65,1.78,98.03,27.39,2.31,10.98,48.37,3.64,medium
Mauritius,East Africa,2022,3.03,1.13,6.89,4.0,28.55,42.78,2.11,12.53,26.91,3.32,medium
Burundi,East Africa,2012,5.69,10.92,10.84,0.0,36.03,58.44,2.39,32.28,66.12,3.51,medium
Burkina Faso,West Africa,2009,-3.75,3.76,14.33,0.0,47.58,84.43,2.71,35.28,45.27,0.77,low
Gabon,Central Africa,2022,4.38,6.43,6.86,0.7,86.15,98.85,1.98,40.71,24.7,1.59,medium
Mauritius,East Africa,2005,3.56,3.37,13.62,4.37,64.51,62.04,3.01,11.69,93.18,9.46,medium
Comoros,East Africa,2009,2.04,1.94,10.65,3.49,55.12,53.99,1.54,30.26,37.31,1.89,low
Cameroon,Central Africa,2020,7.74,1.29,10.53,6.12,44.15,29.81,2.2,27.97,25.56,0.13,high
Eritrea,East Africa,2015,3.52,1.75,12.29,1.2,32.48,80.54,0.29,21.61,60.7,10.76,medium
Togo,West Africa,2009,3.97,0.43,12.43,4.94,82.65,55.1,3.67,41.82,53.64,1.64,high
Zimbabwe,Southern Africa,2006,3.37,15.5,12.98,3.22,75.97,99.0,2.32,24.64,84.72,4.36,low
Malawi,Southern Africa,2000,-1.25,1.22,8.41,1.14,87.05,51.69,3.17,8.35,47.39,3.73,low
Kenya,East Africa,2002,1.1,5.15,8.67,4.46,67.94,99.0,2.98,47.52,47.6,11.2,medium
Madagascar,Southern Africa,2003,7.38,2.88,11.29,3.33,10.0,78.47,3.05,7.0,61.7,22.89,medium
Tunisia,North Africa,2018,-1.83,10.64,11.73,1.93,35.11,46.49,2.49,22.1,58.99,2.76,low
Djibouti,East Africa,2015,2.2,8.98,9.37,3.6,69.3,69.18,2.89,41.42,59.6,6.86,medium
Eswatini,Southern Africa,2010,3.3,0.03,13.94,3.18,52.61,78.88,1.54,18.65,60.44,5.17,low
Morocco,North Africa,2018,9.73,2.12,1.11,3.12,48.82,60.95,1.33,9.84,58.29,6.45,high
Liberia,West Africa,2003,6.81,9.21,7.62,2.47,37.94,80.08,2.4,17.88,46.67,1.89,medium
Tanzania,East Africa,2005,2.83,4.8,10.32,0.24,78.95,79.69,1.82,39.94,71.65,27.68,low
Liberia,West Africa,2009,8.41,25.21,6.86,3.69,69.12,75.73,3.93,10.73,47.8,1.13,low
Burkina Faso,West Africa,2022,2.28,22.22,21.78,1.49,70.02,64.7,2.88,32.03,71.09,5.62,low
Zimbabwe,Southern Africa,2014,7.53,7.79,12.11,0.95,47.33,43.85,1.78,33.47,82.76,1.47,medium
Eritrea,East Africa,2020,0.42,1.11,13.06,2.9,63.53,63.62,2.23,17.62,41.45,1.8,medium
Senegal,West Africa,2005,7.72,6.5,9.1,5.34,33.24,68.17,2.63,20.55,103.09,5.35,medium
Guinea-Bissau,West Africa,2020,3.28,7.75,11.91,3.96,57.4,31.23,2.43,44.35,40.75,0.24,medium
Burundi,East Africa,2001,1.41,11.16,4.71,2.17,10.0,68.05,2.77,47.53,40.89,15.63,medium
Namibia,Southern Africa,2005,3.85,15.77,10.98,2.07,28.64,63.26,2.57,27.57,65.8,9.85,low
Libya,North Africa,2012,5.33,0.65,6.38,5.09,53.55,41.66,1.11,38.23,63.83,7.3,medium
Cameroon,Central Africa,2001,3.02,26.03,10.34,0.0,107.5,59.01,0.35,19.88,56.44,0.23,low
Gabon,Central Africa,2020,6.16,1.13,1.0,5.49,23.99,59.39,2.13,1.42,71.37,3.5,medium
Zambia,Southern Africa,2020,2.75,1.09,5.23,0.0,35.13,99.0,3.06,11.28,60.05,1.34,medium
Burundi,East Africa,2012,6.36,1.95,20.78,0.0,64.34,68.96,2.14,2.13,96.31,3.22,low
Uganda,East Africa,2007,5.83,11.41,16.98,2.21,95.39,83.65,3.74,20.7,53.94,1.92,low
Kenya,East Africa,2002,4.32,1.95,19.91,8.93,64.04,62.88,2.45,2.35,37.91,9.88,medium
South Africa,Southern Africa,2014,3.18,9.58,20.33,7.69,74.04,31.27,3.86,7.24,43.97,9.95,low
Morocco,North Africa,2012,4.95,11.06,16.04,5.27,53.25,77.1,3.65,17.91,64.43,5.98,medium
Namibia,Southern Africa,2018,6.15,2.12,9.28,4.39,49.79,53.15,3.55,53.61,64.72,2.21,high
Mauritius,East Africa,2014,10.69,5.99,5.78,0.0,61.64,58.96,1.3,33.17,59.13,5.59,high
Eritrea,East Africa,2003,7.32,3.79,18.88,3.89,46.83,46.05,2.52,21.23,38.01,4.63,medium
Gambia,West Africa,2002,7.43,21.32,12.39,2.13,74.49,66.31,3.72,31.98,77.17,1.59,medium
Togo,West Africa,2018,13.77,4.57,26.96,1.46,27.87,84.17,2.77,17.37,93.74,1.32,medium
DRC,Central Africa,2003,6.05,0.04,9.81,3.89,77.8,81.79,3.05,39.89,55.58,4.6,high
Malawi,Southern Africa,2022,5.95,5.12,23.84,2.32,60.79,93.55,1.11,4.02,91.21,1.55,low
Guinea,West Africa,2002,6.61,6.32,11.06,5.67,55.71,96.1,4.42,25.49,72.33,3.87,medium
Comoros,East Africa,2017,1.47,3.09,20.02,0.0,27.14,28.17,1.71,31.26,99.37,16.21,low
Ghana,West Africa,2023,3.17,18.88,22.18,3.69,40.4,43.51,0.51,18.15,64.45,5.69,low
Guinea,West Africa,2010,2.98,12.7,5.86,1.3,83.97,32.45,2.15,21.22,57.73,3.2,low
Burkina Faso,West Africa,2001,6.44,3.49,9.09,2.48,55.83,76.37,0.05,27.33,71.85,13.27,high
Uganda,East Africa,2021,3.98,2.42,5.8,4.26,65.57,52.52,1.41,4.94,46.33,8.3,medium
Kenya,East Africa,2004,4.91,2.26,4.62,0.71,42.41,56.19,5.06,52.37,63.14,0.32,high
Mali,West Africa,2012,7.76,1.59,16.0,3.91,59.42,61.1,2.12,8.11,81.61,0.06,medium
Tanzania,East Africa,2023,7.09,16.41,10.82,2.97,32.56,71.89,1.07,40.73,71.39,17.54,medium
DRC,Central Africa,2017,4.01,3.12,12.31,1.85,62.0,38.26,2.53,30.57,54.38,3.03,medium
Burkina Faso,West Africa,2001,2.49,0.75,15.34,2.32,67.41,42.34,1.6,5.37,59.01,8.47,low
Ghana,West Africa,2019,7.91,9.05,1.0,3.11,66.41,65.02,3.36,7.8,70.15,0.45,medium
Tunisia,North Africa,2003,6.82,0.66,19.72,1.58,41.93,86.58,1.61,9.32,69.49,1.29,medium
Nigeria,West Africa,2017,-0.32,19.39,9.91,3.52,53.16,64.54,2.77,13.37,70.0,0.91,low
Angola,Southern Africa,2014,3.56,0.36,15.19,2.8,70.74,50.75,1.35,14.29,61.79,3.18,low
Zimbabwe,Southern Africa,2006,5.0,3.6,15.72,1.97,55.77,26.33,5.1,47.8,38.51,0.83,medium
Seychelles,East Africa,2010,6.84,4.38,20.22,7.47,54.25,82.15,3.0,14.14,41.7,1.48,medium
Libya,North Africa,2002,7.23,6.34,11.37,4.54,98.07,51.75,2.35,11.66,64.22,7.94,medium
Djibouti,East Africa,2023,5.35,0.63,1.0,2.54,40.98,44.35,2.21,8.78,71.63,15.18,medium
Burkina Faso,West Africa,2005,6.26,10.47,12.34,3.86,81.61,34.12,1.95,40.86,69.04,3.04,medium
Zimbabwe,Southern Africa,2007,4.69,2.92,13.2,0.93,36.91,39.1,1.74,6.4,41.5,2.7,low
Senegal,West Africa,2012,2.48,8.41,5.79,2.41,73.1,47.7,1.71,42.58,51.98,4.65,medium
Djibouti,East Africa,2016,3.72,3.57,12.88,2.7,74.16,60.7,4.18,48.06,31.51,6.28,medium
Sao Tome and Principe,Central Africa,2012,4.56,5.54,9.83,0.38,49.79,43.24,1.95,15.29,27.17,1.89,low
Seychelles,East Africa,2012,4.4,15.2,3.94,4.47,35.65,68.34,0.37,37.02,56.63,1.83,medium
Botswana,Southern Africa,2013,-1.16,0.01,16.03,2.24,20.59,60.56,1.33,20.89,82.16,7.5,low
Benin,West Africa,2020,3.31,0.57,8.62,2.61,47.7,99.0,3.43,8.2,57.0,3.06,medium
Tunisia,North Africa,2009,4.67,13.64,9.56,2.08,70.52,34.32,2.25,25.37,93.16,5.55,low
Namibia,Southern Africa,2019,3.66,23.11,9.22,10.9,38.45,67.91,2.37,33.52,51.72,6.36,medium
Cameroon,Central Africa,2018,3.76,14.95,19.41,1.84,61.94,68.13,3.67,34.32,55.62,0.59,low
Burkina Faso,West Africa,2023,5.96,16.44,11.75,0.0,30.47,46.45,1.72,21.23,35.18,9.68,low
Djibouti,East Africa,2021,1.26,2.67,12.47,0.0,55.32,66.71,3.13,3.29,48.06,13.5,low
Malawi,Southern Africa,2019,-0.38,25.09,9.36,5.4,37.06,78.85,1.83,3.89,31.2,2.37,low
Mozambique,Southern Africa,2005,3.46,6.25,14.78,6.84,58.44,66.74,3.08,15.88,24.09,5.47,low
South Africa,Southern Africa,2018,6.79,1.35,20.1,1.8,49.98,89.92,2.11,36.65,31.54,6.43,medium
Niger,West Africa,2017,9.56,0.88,15.89,6.7,36.19,25.8,2.26,12.57,56.71,7.39,high
Djibouti,East Africa,2006,6.85,2.04,16.12,5.35,46.82,49.84,3.32,23.93,40.27,0.58,medium
Comoros,East Africa,2016,0.1,8.66,15.64,3.03,41.32,91.55,3.25,17.03,45.0,3.04,low
Angola,Southern Africa,2006,3.8,19.99,3.72,2.85,33.72,81.42,2.33,11.49,63.2,10.95,low
Burundi,East Africa,2012,5.27,3.18,6.74,3.95,81.65,74.73,2.03,16.84,24.02,6.48,medium
Namibia,Southern Africa,2019,5.03,8.45,10.77,5.69,52.8,87.2,4.1,29.06,56.62,0.13,medium
Botswana,Southern Africa,2004,6.12,4.09,7.64,4.49,15.96,30.5,3.09,6.03,71.96,0.07,medium
Ghana,West Africa,2008,1.75,0.19,5.61,1.81,47.53,79.32,2.11,10.04,73.69,3.95,low
Togo,West Africa,2019,4.69,1.43,1.0,3.06,78.29,84.16,1.85,38.89,65.33,3.47,high
Sierra Leone,West Africa,2010,5.76,0.96,3.92,8.45,44.77,53.14,3.52,6.46,53.96,0.88,medium
Congo,Central Africa,2023,6.98,6.52,10.46,4.13,89.95,99.0,2.62,29.45,42.53,2.51,medium
Ethiopia,East Africa,2000,2.08,0.17,11.58,5.67,42.87,68.53,2.34,12.61,53.35,2.0,medium
Cameroon,Central Africa,2017,3.46,3.41,7.24,4.85,70.07,25.53,2.61,6.67,88.07,2.71,medium
Mauritius,East Africa,2019,-3.61,22.35,12.47,4.18,80.73,71.86,2.84,22.18,60.46,1.24,low
Côte d'Ivoire,West Africa,2022,2.64,0.98,9.4,3.77,69.0,52.04,2.44,35.73,52.86,4.2,medium
Cameroon,Central Africa,2003,2.93,1.59,18.54,5.74,32.51,85.97,3.7,7.85,66.27,8.42,medium
Niger,West Africa,2023,1.44,1.99,11.03,5.3,41.15,74.86,3.76,31.55,55.99,0.55,medium
Sudan,North Africa,2009,5.0,7.07,16.18,4.16,83.4,54.24,3.03,9.6,59.52,1.91,low
Algeria,North Africa,2008,4.33,7.9,13.22,1.77,43.91,92.04,3.87,28.08,50.07,12.87,low
Burkina Faso,West Africa,2008,-2.28,1.54,3.59,4.46,79.51,81.91,2.51,27.69,46.7,2.83,medium
Eswatini,Southern Africa,2015,5.15,3.33,11.46,3.33,51.39,50.1,3.19,19.83,74.92,1.93,medium
Nigeria,West Africa,2015,1.72,3.15,4.59,2.73,62.83,62.26,3.5,27.11,15.99,9.3,medium
Cameroon,Central Africa,2011,5.96,1.25,11.35,10.2,32.28,74.3,3.52,4.01,64.57,0.52,medium
DRC,Central Africa,2001,0.65,1.4,7.53,0.0,47.83,58.44,3.42,4.8,45.46,3.49,low
South Africa,Southern Africa,2023,4.59,16.08,14.29,5.9,42.49,58.98,3.13,6.6,16.9,11.23,low
Côte d'Ivoire,West Africa,2005,3.65,0.76,3.95,1.34,64.51,65.66,4.46,17.01,35.51,2.33,medium
Lesotho,Southern Africa,2002,5.41,3.28,12.09,3.83,61.86,45.82,1.96,43.8,54.28,1.71,high
Togo,West Africa,2014,4.87,0.8,15.43,9.92,69.25,24.81,2.34,23.78,57.03,1.93,medium
Lesotho,Southern Africa,2009,3.73,5.08,17.45,1.09,50.19,69.3,2.29,33.67,69.8,1.88,medium
Libya,North Africa,2014,-0.11,8.15,7.41,1.69,41.4,29.2,2.13,17.18,71.16,1.5,low
Senegal,West Africa,2021,0.07,4.18,12.11,3.46,63.65,47.13,0.51,4.37,24.07,15.6,low
Eswatini,Southern Africa,2002,2.75,2.27,13.1,1.38,39.41,33.11,3.87,17.29,62.55,1.55,low
Rwanda,East Africa,2006,4.48,7.47,21.28,5.71,81.57,35.33,1.47,23.66,69.57,3.34,low
Sao Tome and Principe,Central Africa,2012,2.68,2.04,3.11,2.16,57.71,72.67,2.67,32.3,59.38,7.26,medium
Namibia,Southern Africa,2018,6.38,12.58,6.53,5.14,53.48,61.0,1.08,19.89,65.05,1.47,medium
Togo,West Africa,2014,3.66,2.17,28.83,0.18,69.24,60.35,3.12,13.43,16.35,7.14,low
Liberia,West Africa,2009,1.6,1.8,10.36,0.0,58.47,41.31,1.71,6.23,35.2,11.71,low
Côte d'Ivoire,West Africa,2014,3.67,18.71,1.0,2.93,26.84,53.19,1.36,28.8,82.32,3.02,medium
Guinea-Bissau,West Africa,2023,5.18,19.61,8.5,0.0,38.77,71.78,2.69,13.08,49.41,5.6,low
Liberia,West Africa,2011,5.47,2.15,1.0,7.3,81.15,64.06,1.8,13.39,99.46,5.73,high
Comoros,East Africa,2021,10.14,18.3,13.45,0.0,61.68,79.81,1.93,24.36,29.43,3.52,medium
Madagascar,Southern Africa,2018,2.49,19.33,16.86,0.91,26.37,82.37,2.67,33.22,86.28,1.2,low
Lesotho,Southern Africa,2007,4.28,2.44,6.53,4.53,67.04,60.46,3.3,16.36,42.79,18.78,medium
Rwanda,East Africa,2005,5.78,14.5,9.18,2.03,48.81,31.66,1.68,6.95,72.25,1.55,low
Morocco,North Africa,2018,4.43,45.79,17.54,0.0,42.51,51.38,1.51,13.08,49.09,4.33,low
Sudan,North Africa,2004,3.0,0.13,1.5,8.6,37.1,63.24,2.52,21.67,57.31,6.11,high
South Africa,Southern Africa,2008,-0.15,12.01,4.07,1.0,80.0,51.02,3.04,19.51,66.91,2.8,low
Angola,Southern Africa,2005,2.97,0.01,10.63,3.01,20.69,46.02,3.96,13.1,42.73,4.72,medium
Kenya,East Africa,2014,1.28,16.0,7.49,2.98,43.25,66.26,1.43,8.04,71.02,4.32,low
Senegal,West Africa,2007,-0.68,1.18,10.24,5.28,62.4,99.0,2.18,24.22,49.68,2.1,medium
Congo,Central Africa,2015,2.11,11.83,4.42,4.66,91.57,56.21,3.68,17.72,58.56,1.73,low
Angola,Southern Africa,2022,1.36,1.68,13.29,1.43,71.08,64.95,4.47,36.61,10.0,0.51,medium
Sao Tome and Principe,Central Africa,2019,6.25,2.83,11.1,2.69,43.08,41.38,1.51,4.49,48.25,8.27,low
Gabon,Central Africa,2022,6.3,2.59,15.3,2.93,90.59,87.38,1.76,16.96,80.27,18.96,medium
Benin,West Africa,2000,1.79,3.02,13.2,5.37,32.9,80.75,2.88,23.87,68.89,5.48,medium
Cabo Verde,West Africa,2010,3.72,14.72,13.24,0.58,65.31,79.5,1.92,19.36,72.73,7.51,low
Senegal,West Africa,2005,-1.07,3.53,3.32,8.55,69.76,89.48,1.74,25.99,56.07,4.92,medium
Uganda,East Africa,2022,3.02,4.38,14.96,1.6,42.38,57.31,2.74,14.08,88.53,3.22,low
Ethiopia,East Africa,2017,5.7,0.4,10.01,3.48,73.95,59.56,4.05,13.65,60.77,3.42,medium
Cabo Verde,West Africa,2007,6.97,4.38,11.0,0.6,49.72,95.78,1.19,38.47,41.8,0.43,high
Sao Tome and Principe,Central Africa,2013,2.36,2.03,18.29,0.25,73.9,76.39,4.0,24.29,72.1,5.67,low
Gambia,West Africa,2014,7.66,2.81,7.68,1.31,23.21,25.05,1.93,32.64,73.45,1.68,medium
Kenya,East Africa,2011,-0.05,8.66,20.11,1.07,66.7,73.19,2.85,37.77,67.59,9.39,low
Cameroon,Central Africa,2011,0.76,2.42,20.67,2.46,51.76,54.53,4.09,19.5,46.94,4.21,low
Egypt,North Africa,2001,6.63,3.15,16.52,1.05,82.99,81.17,2.83,26.6,60.63,1.52,medium
Egypt,North Africa,2010,9.51,7.26,6.12,5.24,59.12,72.35,2.2,15.6,82.87,1.54,high
Côte d'Ivoire,West Africa,2008,5.98,2.83,1.0,1.54,84.98,33.67,3.22,39.13,64.55,0.43,high
South Africa,Southern Africa,2019,4.38,8.07,18.47,1.27,70.15,69.84,2.33,1.36,25.44,5.01,low
DRC,Central Africa,2020,-2.09,1.39,12.67,2.52,57.45,68.79,3.02,9.02,42.42,2.3,low
Namibia,Southern Africa,2018,-1.57,0.59,7.53,5.98,75.75,71.54,2.3,28.36,41.49,0.23,low
Zimbabwe,Southern Africa,2000,4.89,2.09,19.04,4.04,75.88,75.36,3.36,33.37,39.91,0.3,medium
Madagascar,Southern Africa,2020,3.43,5.85,6.83,3.25,69.44,91.93,1.11,27.0,12.77,4.63,medium
Benin,West Africa,2009,1.18,1.77,9.46,0.0,14.15,72.45,1.49,22.51,92.81,3.01,low
Lesotho,Southern Africa,2009,4.7,35.68,15.15,0.64,40.35,65.41,1.09,22.3,37.47,1.76,low
Angola,Southern Africa,2022,4.85,7.59,5.32,0.3,87.68,85.66,2.44,29.96,38.92,0.95,medium
